Marca;Modelo;Comb;Faixa;Ano;Valor;Nome;;;
FIAT ;DUCATO TRANSFORM P;D;>100;2014; 57.773 ;DUCATO;;;
RENAULT ;LOGAN ZEN16MT;G;<80;2021; 57.759 ;LOGAN;;;
VW ;AMAROK CS 4X4 S;D;>100;2013; 57.759 ;AMAROK;;;
FORD ;TRANSIT REVES 21L;D;>100;2012; 57.758 ;TRANSIT;;;
TOYOTA ;YARIS SD XS 15 AT;G;>100;2018; 57.756 ;YARIS;;;
HONDA ;HR V LX MT;G;>100;2016; 57.753 ;HR;;;
AUDI ;A4 3.2 FSI;G;>100;2010; 57.750 ;A4;;;
FORD ;F4000 CIOATO STEEL;D;>100;2008; 57.745 ;F4000;;;
JEEP ;RENEGADE 1.8 MT;G;>100;2018; 57.742 ;RENEGADE;;;
FIAT ;DUCATO MARTICAR 16;D;>100;2012; 57.740 ;DUCATO;;;
AUDI ;Q5 2.0 TURBO FSI;G;>100;2009; 57.732 ;Q5;;;
HONDA ;CITY LX CVT;G;80-100;2018; 57.721 ;CITY;;;
RENAULT ;MASTER REVES MC;D;>100;2013; 57.720 ;MASTER;;;
HONDA ;FIT EX CVT;G;80-100;2018; 57.718 ;FIT;;;
NISSAN ;KICKS SV CVT;G;>100;2016; 57.718 ;KICKS;;;
PEUGEOT ;308 ALLURETHPA;G;>100;2017; 57.710 ;308;;;
VOLVO ;XC60 3.0T R DESI;G;>100;2011; 57.662 ;XC60;;;
HYUNDAI ;TUCSON GLS;G;>100;2016; 57.658 ;TUCSON;;;
VW ;GOLF GTI AB;G;>100;2013; 57.648 ;GOLF;;;
RENAULT ;MASTER MAR TPRE1;D;>100;2016; 57.647 ;MASTER;;;
RENAULT ;CAPTUR LIFE 16 A;G;<80;2020; 57.644 ;CAPTUR;;;
CHEVROLET ;S10 TCA AMB;G;>100;2015; 57.639 ;S10;;;
CITROEN ;JUMPER RONTANAMB;D;>100;2014; 57.622 ;JUMPER;;;
VW ;POLO MCA;G;<80;2021; 57.615 ;POLO;;;
VW ;JETTA HL AD;G;>100;2014; 57.613 ;JETTA;;;
FIAT ;DUCATO NIKS MULT 16;D;>100;2013; 57.608 ;DUCATO;;;
VW ;T CROSS SENSE TSI AD;G;<80;2019; 57.566 ;T;;;
CHEV ;SPIN SM ADAPT ACESS;G;<80;2019; 57.557 ;SPIN;;;
RENAULT ;CAPTUR ZEN 16M;G;>100;2017; 57.542 ;CAPTUR;;;
FORD ;CARGO 1517 E;D;>100;2008; 57.541 ;CARGO;;;
NISSAN ;FRONTIER SVATK4X2;G;>100;2012; 57.540 ;FRONTIER;;;
NISSAN ;VERSA 16SLDRCTCVT;G;<80;2019; 57.536 ;VERSA;;;
FORD ;RANGER XLSCD2 25C;G;>100;2015; 57.532 ;RANGER;;;
FIAT ;ARGO HGT 1.8 AT6;G;<80;2019; 57.530 ;ARGO;;;
PEUGEOT ;BOXER JAEDI TUR;D;>100;2014; 57.530 ;BOXER;;;
FIAT ;DUC M APLIKART M20;D;>100;2012; 57.528 ;DUC;;;
RENAULT ;MASTER EUR STDL3;D;>100;2012; 57.525 ;MASTER;;;
VW ;AMAROK CD 4X4 HIGH;D;>100;2011; 57.515 ;AMAROK;;;
CHEV ;ONIX 10MT LT3;G;<80;2021; 57.507 ;ONIX;;;
CHEVROLET ;S10 LT DD4;G;>100;2013; 57.504 ;S10;;;
FORD ;F150 XLT;D;>100;2009; 57.491 ;F150;;;
CHEV ;CRUZE LTZ NB AT;G;>100;2016; 57.473 ;CRUZE;;;
FIAT ;DUC TRANSFORMERS TE;D;>100;2010; 57.469 ;DUC;;;
TOYOTA ;HILUX CD4X2 SR;G;>100;2013; 57.467 ;HILUX;;;
FORD ;F250 XLT F22;D;>100;2008; 57.466 ;F250;;;
FIAT ;DUCATO MULT JAEDI T;D;>100;2013; 57.466 ;DUCATO;;;
VW ;15.180 CNM;D;>100;2007; 57.459 ;15.180;;;
FIAT ;D NIKS AMBULANCIA;D;>100;2015; 57.446 ;D;;;
RENAULT ;MASTER EUROLAF P;D;>100;2013; 57.441 ;MASTER;;;
CHEV ;ONIX 10MT HB;G;<80;2021; 57.441 ;ONIX;;;
KIA ;SPORTAGE LX2 OFFG3;G;>100;2015; 57.437 ;SPORTAGE;;;
AUDI ;A3 SPB 1.4TFSI;G;>100;2014; 57.433 ;A3;;;
PEUGEOT ;208 ACTIVE AT;G;<80;2020; 57.423 ;208;;;
FORD ;ECOSPORT SE AT 1.5;G;80-100;2018; 57.421 ;ECOSPORT;;;
VW ;5.150 DRC 4X2;D;>100;2012; 57.408 ;5.150;;;
VW ;AMAROK PICKUPECIA;D;>100;2012; 57.406 ;AMAROK;;;
FORD ;PM1000TAO CAM 3E;D;>100;2013; 57.402 ;PM1000TAO;;;
FORD ;F250 TRV TROPCAMPO;D;>100;2007; 57.398 ;F250;;;
HYUNDAI ;SANTA FE V6 EW;G;>100;2012; 57.390 ;SANTA;;;
FORD ;CARGO PARTHENON CAM;D;>100;2006; 57.390 ;CARGO;;;
HONDA ;CIVIC LXR;G;>100;2016; 57.378 ;CIVIC;;;
VW ;COMIL BELLO O;D;>100;2008; 57.376 ;COMIL;;;
VW ;15.180 E;D;>100;2007; 57.361 ;15.180;;;
FORD ;FUSION AWD GTDI;G;>100;2012; 57.358 ;FUSION;;;
VW ;VIRTUS CL AD;G;80-100;2017; 57.356 ;VIRTUS;;;
AUDI ;A3 SPB 2.0T FSI;G;>100;2013; 57.352 ;A3;;;
JEEP ;GCHEROKEE LARED;G;>100;2008; 57.330 ;GCHEROKEE;;;
HONDA ;ACCORD EX V6;G;>100;2012; 57.326 ;ACCORD;;;
FIAT ;DUCATO TECFORM TP;D;>100;2014; 57.319 ;DUCATO;;;
FIAT ;DUCATO MULTI;D;>100;2013; 57.313 ;DUCATO;;;
FORD ;F250 XL F20;D;>100;2007; 57.312 ;F250;;;
FIAT ;DUCATO MARTICAR M;D;>100;2012; 57.311 ;DUCATO;;;
VW ;FOX CONNECT MB;G;<80;2021; 57.308 ;FOX;;;
FIAT ;DUCATO MUL REVESCAP;D;>100;2011; 57.284 ;DUCATO;;;
RENAULT ;MASTER ALLT AMB3;D;>100;2015; 57.278 ;MASTER;;;
JEEP ;RENEGADE LNGTD AT;G;>100;2015; 57.265 ;RENEGADE;;;
HYUNDAI ;CRETA 16A ATTITU;G;<80;2018; 57.264 ;CRETA;;;
NISSAN ;FRONTIER SVATK4X2;D;>100;2012; 57.264 ;FRONTIER;;;
FORD ;CARGO CIOATO 4532 E;D;>100;2009; 57.260 ;CARGO;;;
FORD ;F350 CD;D;>100;2009; 57.252 ;F350;;;
PEUGEOT ;BOXER ATHOSMC.CH;D;>100;2012; 57.252 ;BOXER;;;
RENAULT ;M GREENCAR AMB;D;>100;2018; 57.251 ;M;;;
VW ;15.180 EURO3 WORKER;D;>100;2007; 57.240 ;15.180;;;
HYUNDAI ;HB20X 16A VISION;G;<80;2020; 57.220 ;HB20X;;;
VW ;MASCA CHAPECO MC.ON;D;>100;2012; 57.217 ;MASCA;;;
FIAT ;TECFORM CLASS AB1;G;>100;2013; 57.204 ;TECFORM;;;
CITROEN ;AIRCROSS 100ANOS;G;>100;2019; 57.188 ;AIRCROSS;;;
HYUNDAI ;HB20X 16A EVOLUT;G;<80;2020; 57.184 ;HB20X;;;
RENAULT ;FLUENCE DYN PL;G;>100;2018; 57.176 ;FLUENCE;;;
RENAULT ;MASTER FFORMA.ES;D;>100;2008; 57.173 ;MASTER;;;
TOYOTA ;YARIS HB XL 13 AT;G;>100;2019; 57.171 ;YARIS;;;
FORD ;RANGER XLT CD2 25;G;>100;2013; 57.167 ;RANGER;;;
GM ;S10 EXECUTIVE 2.8 4X4;D;>100;2011; 57.159 ;S10;;;
KIA ;CADENZA EX3.5LV6;G;>100;2013; 57.158 ;CADENZA;;;
CHEV ;ONIX PLUS JOY;G;<80;2021; 57.149 ;ONIX;;;
CHEVROLET ;MONTANA KGFUNE;G;<80;2021; 57.144 ;MONTANA;;;
RENAULT ;MASTER FUR L1H1;D;>100;2013; 57.143 ;MASTER;;;
FORD ;CARGO 1317 E;D;>100;2008; 57.143 ;CARGO;;;
RENAULT ;MASTER13M3 25DCI;D;>100;2012; 57.135 ;MASTER13M3;;;
RENAULT ;MASTER11M3 25DCI;D;>100;2012; 57.132 ;MASTER11M3;;;
HYUNDAI ;HB20X 1.6A STYLE;G;>100;2019; 57.110 ;HB20X;;;
VW ;JETTA;G;>100;2016; 57.105 ;JETTA;;;
RENAULT ;CAPTUR LIFE 16 A;G;<80;2019; 57.092 ;CAPTUR;;;
KIA ;MOHAVE EX 3.0L VGT;D;>100;2009; 57.079 ;MOHAVE;;;
FIAT ;DUCATO GUERRA MC 20;D;>100;2012; 57.079 ;DUCATO;;;
VW ;PASSAT CC 3.6 FSI;G;>100;2011; 57.075 ;PASSAT;;;
TOYOTA ;COROLLA GLI18FLEX;G;>100;2017; 57.060 ;COROLLA;;;
RENAULT ;MASTER BUS16 DCI;D;>100;2012; 57.044 ;MASTER;;;
VW ;9150 NEOBUS THUNDER;D;>100;2006; 57.027 ;9150;;;
VOLVO ;V60 2.0 T5 RD DY;G;>100;2012; 57.009 ;V60;;;
VW ;AMAROK CD 4X4;D;>100;2011; 57.006 ;AMAROK;;;
FIAT ;CRONOS DRIVE AT;G;>100;2019; 57.003 ;CRONOS;;;
TOYOTA ;LAND CRUISER PR;G;>100;2006; 56.988 ;LAND;;;
FORD ;F4000 TERRITORIO4X4;D;>100;2008; 56.981 ;F4000;;;
NISSAN ;KICKS S DRCT CVT;G;<80;2018; 56.979 ;KICKS;;;
PEUGEOT ;2008 GRIFFE EAT6;G;80-100;2018; 56.979 ;2008;;;
RENAULT ;MASTER ENGESIG A;D;>100;2012; 56.979 ;MASTER;;;
CHEV ;ONIX 10TAT PR2;G;<80;2019; 56.977 ;ONIX;;;
RENAULT ;SANDERO SIN16CVT;G;<80;2020; 56.975 ;SANDERO;;;
TOYOTA ;COROLLA LE;G;>100;2017; 56.952 ;COROLLA;;;
BMW ;118I 1A31;G;>100;2014; 56.948 ;118I;;;
FIAT ;DUC MC UNIVIDAS AMB;D;>100;2011; 56.947 ;DUC;;;
HYUNDAI ;HB20X 16A FE.DIA;G;<80;2020; 56.946 ;HB20X;;;
FIAT ;DUCATO MODIFICAR EM;D;>100;2014; 56.944 ;DUCATO;;;
CHEV ;ONIX PLUS 10TAT LTZ;G;<80;2019; 56.938 ;ONIX;;;
RENAULT ;MASTERAMB RONTAN;D;>100;2014; 56.918 ;MASTERAMB;;;
FORD ;FUSION FWD GTDI;G;>100;2013; 56.913 ;FUSION;;;
FIAT ;DUCATO MAXICARGO;D;>100;2015; 56.909 ;DUCATO;;;
VW ;8.150E DELIVERY;D;>100;2010; 56.906 ;8.150E;;;
FIAT ;DUCATO M JAEDI AMB;D;>100;2014; 56.903 ;DUCATO;;;
BMW ;530I NU91;G;>100;2008; 56.896 ;530I;;;
VW ;VIRTUS AF;G;<80;2019; 56.884 ;VIRTUS;;;
CITROEN ;JUMPER M35LH 23S;D;>100;2012; 56.872 ;JUMPER;;;
FIAT ;SIENA 1.4;G;<80;2021; 56.859 ;SIENA;;;
FIAT ;WEEKEND ADVENTURE;G;<80;2019; 56.852 ;WEEKEND;;;
CHEV ;ONIX PLUS 10TMT LTZ;G;<80;2020; 56.851 ;ONIX;;;
PEUGEOT ;BX GREENCAR AM05;D;>100;2015; 56.847 ;BX;;;
VW ;AMAROK CS 4X2 S;D;>100;2014; 56.845 ;AMAROK;;;
FORD ;TRST MODIFICAR TP;D;>100;2013; 56.840 ;TRST;;;
HYUNDAI ;HB20S 16A VISION;G;<80;2020; 56.827 ;HB20S;;;
RENAULT ;MASTER TCA AMB;D;>100;2013; 56.827 ;MASTER;;;
CITROEN ;C3 PTECH M ATTR;G;<80;2021; 56.827 ;C3;;;
DODGE ;CHARGER RT 5.7;G;>100;2008; 56.826 ;CHARGER;;;
PEUGEOT ;BOXER TRANS ESC;D;>100;2011; 56.825 ;BOXER;;;
VW ;9150 NEOBUS TH WAY E;D;>100;2006; 56.823 ;9150;;;
CHEVROLET ;CRUZE LTZ HB;G;>100;2015; 56.814 ;CRUZE;;;
JEEP ;WRANGLER 3.8L;G;>100;2008; 56.806 ;WRANGLER;;;
FORD ;F250 TRV VAN EXECUT;D;>100;2006; 56.805 ;F250;;;
FIAT ;ARGO PRECISION AT6;G;<80;2020; 56.798 ;ARGO;;;
VW ;MASCA GRANMINI M;D;>100;2007; 56.783 ;MASCA;;;
FIAT ;DUCATO M ALTECH AMB;D;>100;2013; 56.780 ;DUCATO;;;
FORD ;CARGO 4532 E;D;>100;2009; 56.780 ;CARGO;;;
RENAULT ;M REVESCAP L3H2;D;>100;2012; 56.767 ;M;;;
FIAT ;DUCATO MC SITNE;D;>100;2013; 56.766 ;DUCATO;;;
CITROEN ;C4CACTUS FEEL;G;80-100;2018; 56.763 ;C4CACTUS;;;
CITROEN ;JUMPER M33M 23S;D;>100;2013; 56.752 ;JUMPER;;;
FIAT ;500 ABARTH TURBO;G;>100;2014; 56.750 ;500;;;
FORD ;TRST MODIFICAR EM;D;>100;2012; 56.744 ;TRST;;;
FORD ;ECOSPORT SE ATDT1.5;G;<80;2018; 56.743 ;ECOSPORT;;;
FIAT ;DUCATO MC RONTANAMB;D;>100;2014; 56.740 ;DUCATO;;;
RENAULT ;MSTR TECFORM EM;D;>100;2012; 56.737 ;MSTR;;;
FIAT ;FREEMONT EMOTION;G;>100;2015; 56.720 ;FREEMONT;;;
CHEV ;SPIN 1.8L MT LTZ;G;>100;2019; 56.714 ;SPIN;;;
VW ;AMAROK CD 4X4;D;>100;2010; 56.699 ;AMAROK;;;
PEUGEOT ;BOXER MARIMAR A;D;>100;2015; 56.698 ;BOXER;;;
PEUGEOT ;BOXER NIKS MO20;D;>100;2011; 56.691 ;BOXER;;;
CHEVROLET ;S10 LS DD4;D;>100;2012; 56.680 ;S10;;;
FIAT ;DUCATO MULT TAKO MI;D;>100;2012; 56.664 ;DUCATO;;;
TOYOTA ;YARIS SM XL15LIVE;G;<80;2019; 56.661 ;YARIS;;;
FORD ;TRANSIT 350L BUS;D;>100;2013; 56.661 ;TRANSIT;;;
FIAT ;DUC RIBEIRAUTO AMB;D;>100;2014; 56.652 ;DUC;;;
RENAULT ;DUSTER 16 D CVT;G;>100;2018; 56.647 ;DUSTER;;;
FORD ;F350 G;D;>100;2012; 56.647 ;F350;;;
CHEV ;ONIX 10TAT PR1;G;<80;2019; 56.627 ;ONIX;;;
VW ;15.180 E;D;>100;2006; 56.624 ;15.180;;;
KIA ;UK2500 HD SC;D;80-100;2018; 56.618 ;UK2500;;;
FIAT ;DUCA ESCOLAR FFBM25;D;>100;2011; 56.608 ;DUCA;;;
VOLVO ;XC70 3.2 AWD;G;>100;2009; 56.598 ;XC70;;;
HYUNDAI ;AZERA 3.0 V6;G;>100;2013; 56.597 ;AZERA;;;
FORD ;RANGER XL CD2 25B;G;>100;2015; 56.585 ;RANGER;;;
FORD ;RANGER XLSCD2 25B;G;>100;2015; 56.585 ;RANGER;;;
RENAULT ;SANDERO SIC16CVT;G;<80;2019; 56.579 ;SANDERO;;;
FORD ;PM1000TAO CAM 3E;D;>100;2012; 56.577 ;PM1000TAO;;;
FIAT ;DUCATO M BUS RONTAN;D;>100;2011; 56.563 ;DUCATO;;;
FORD ;ECOSPORT SE 1.5;G;<80;2018; 56.559 ;ECOSPORT;;;
RENAULT ;DUSTER 20 D 4X2A;G;>100;2018; 56.553 ;DUSTER;;;
CITROEN ;JUMP GREENCAR ES;D;>100;2012; 56.546 ;JUMP;;;
PEUGEOT ;BOXER HDI TCA MS;D;>100;2012; 56.538 ;BOXER;;;
NISSAN ;FRONTIER LE 25 X4;D;>100;2011; 56.526 ;FRONTIER;;;
CHEV ;SPIN 1.8L AT LTZ;G;>100;2018; 56.523 ;SPIN;;;
TOYOTA ;RAV4;G;>100;2014; 56.520 ;RAV4;;;
VW ;15.180 EURO3 WORKER;D;>100;2006; 56.518 ;15.180;;;
CHEV ;ONIX 10MT LT2;G;<80;2021; 56.514 ;ONIX;;;
BMW ;X5 FA11;G;>100;2006; 56.511 ;X5;;;
FIAT ;ARGO DRIVE 1.0;G;<80;2021; 56.505 ;ARGO;;;
FORD ;ECOSPORT FSL4WD2.0B;G;>100;2017; 56.502 ;ECOSPORT;;;
VW ;NEOBUS THUNDER;D;>100;2008; 56.495 ;NEOBUS;;;
FIAT ;STRADA ADVENTURE CD;G;80-100;2018; 56.487 ;STRADA;;;
FORD ;TRANSIT ITU UTI;D;>100;2013; 56.480 ;TRANSIT;;;
RENAULT ;OROCH 20 DYN42;G;80-100;2018; 56.480 ;OROCH;;;
FORD ;CARGO GNG;D;>100;2006; 56.467 ;CARGO;;;
FORD ;RANGER LTD CD2 25;G;>100;2013; 56.463 ;RANGER;;;
HYUNDAI ;HR HDB;D;80-100;2017; 56.463 ;HR;;;
FORD ;TRANSIT 350L BUS;D;>100;2012; 56.446 ;TRANSIT;;;
FORD ;KA FSL AT 1.5 HA C;G;<80;2020; 56.443 ;KA;;;
CHEVROLET ;COBALT 18A ELI;G;>100;2019; 56.439 ;COBALT;;;
CITROEN ;JUMPER M35LH 23S;D;>100;2011; 56.432 ;JUMPER;;;
CHEV ;ONIX 10MT LT1;G;<80;2021; 56.415 ;ONIX;;;
RENAULT ;OROCH 20 DYN42AT;G;80-100;2017; 56.413 ;OROCH;;;
JEEP ;RENEGADE SPORT AT;G;80-100;2016; 56.412 ;RENEGADE;;;
RENAULT ;MASTER TRANS ESC;D;>100;2013; 56.402 ;MASTER;;;
PEUGEOT ;BOX GUERRA MIC20;D;>100;2012; 56.400 ;BOX;;;
RENAULT ;MASTER NIKS 16 P;D;>100;2010; 56.388 ;MASTER;;;
FIAT ;FIORINO ATENA AMB;G;<80;2021; 56.388 ;FIORINO;;;
FIAT ;DUCATO MU CIRILO A3;D;>100;2012; 56.387 ;DUCATO;;;
CHEVROLET ;S10 LTZ FD2;D;>100;2013; 56.378 ;S10;;;
NISSAN ;MURANO LE AWD;G;>100;2010; 56.367 ;MURANO;;;
FORD ;FOCUS SE AT 2.0SC;G;>100;2018; 56.366 ;FOCUS;;;
HONDA ;CIVIC EXR;G;>100;2015; 56.365 ;CIVIC;;;
HYUNDAI ;HB20 1.6A PREM;G;>100;2019; 56.363 ;HB20;;;
FIAT ;DUCATO VIATURE MV;D;>100;2015; 56.360 ;DUCATO;;;
KIA ;MOHAVE EX 3.0L VGT;D;>100;2008; 56.356 ;MOHAVE;;;
JAGUAR ;X TYPE 2.5;G;>100;2009; 56.350 ;X;;;
TOYOTA ;YARIS SA XL15LIVE;G;<80;2019; 56.350 ;YARIS;;;
NISSAN ;FRONTIER SE4X2ATT;D;>100;2012; 56.350 ;FRONTIER;;;
FORD ;FOCUS SE 1.6 HC;G;>100;2018; 56.346 ;FOCUS;;;
FORD ;ECOSPORT SE AT2.0;G;>100;2018; 56.346 ;ECOSPORT;;;
FORD ;FOCUS TI AT 2.0SC;G;>100;2017; 56.335 ;FOCUS;;;
FORD ;F250 XLT L;D;>100;2008; 56.321 ;F250;;;
HONDA ;ACCORD EX;G;>100;2013; 56.318 ;ACCORD;;;
VW ;JETTA TL MF;G;>100;2016; 56.315 ;JETTA;;;
BMW ;Z4 2.0I BZ11;G;>100;2006; 56.304 ;Z4;;;
CHEVROLET ;S10 LT FD2;G;>100;2014; 56.304 ;S10;;;
VW ;MASCA GRANMINI O;D;>100;2006; 56.300 ;MASCA;;;
RENAULT ;MSTR MARIMAR AMB;D;>100;2013; 56.290 ;MSTR;;;
FIAT ;DUCATO C UNIVIDAS A;D;>100;2012; 56.288 ;DUCATO;;;
RENAULT ;MASTER ALTECHAMB;D;>100;2013; 56.281 ;MASTER;;;
FIAT ;DUCATO MODIFICAR TP;D;>100;2012; 56.276 ;DUCATO;;;
TOYOTA ;LAND CRUISER;D;>100;2010; 56.267 ;LAND;;;
VW ;VIRTUS SENSE AF;G;<80;2019; 56.261 ;VIRTUS;;;
FORD ;RANGER XLT 13P;D;>100;2012; 56.260 ;RANGER;;;
FIAT ;DUCATO M UNIVIDAS A;D;>100;2012; 56.259 ;DUCATO;;;
FIAT ;DUCATO VIPK;D;>100;2014; 56.246 ;DUCATO;;;
FORD ;FIESTA 16TIT AT;G;>100;2018; 56.243 ;FIESTA;;;
AUDI ;A3 SPB 122CV;G;>100;2016; 56.240 ;A3;;;
FIAT ;STRADA WK CC E;G;<80;2021; 56.232 ;STRADA;;;
FORD ;F250 TRV TROPCAB;D;>100;2008; 56.226 ;F250;;;
AUDI ;Q7 4.2 FSI;G;>100;2006; 56.213 ;Q7;;;
PEUGEOT ;BOXER M350L HDI;D;>100;2010; 56.211 ;BOXER;;;
PEUGEOT ;BETOCAR BOXER.CH;D;>100;2011; 56.195 ;BETOCAR;;;
RENAULT ;MASTER GCASA AMB;D;>100;2013; 56.190 ;MASTER;;;
VW ;9.150 E DELIVERY;D;>100;2009; 56.185 ;9.150;;;
FIAT ;UNO WAY 1.3 E;G;<80;2021; 56.178 ;UNO;;;
CHEV ;ONIX 10TAT LTZ;G;<80;2020; 56.178 ;ONIX;;;
GM ;CAPTIVA SPORT 2.4;G;>100;2015; 56.176 ;CAPTIVA;;;
FORD ;FUSION FWD GTDI;G;>100;2012; 56.175 ;FUSION;;;
FORD ;RANGER XL CD4 22;D;>100;2013; 56.161 ;RANGER;;;
RENAULT ;MASTER TVAN;D;>100;2010; 56.141 ;MASTER;;;
RENAULT ;M NIKS AMBULANCI;D;>100;2014; 56.139 ;M;;;
FORD ;CARGO 712;D;>100;2011; 56.128 ;CARGO;;;
BMW ;X1 XDRIVE2.8I VM31;G;>100;2010; 56.118 ;X1;;;
HYUNDAI ;HB20 10M VISION;G;<80;2021; 56.117 ;HB20;;;
FORD ;ECOSPORT SE AT 1.5;G;80-100;2017; 56.117 ;ECOSPORT;;;
FORD ;F250 XLT F22;D;>100;2007; 56.117 ;F250;;;
FIAT ;DUCATO NIKS MIC 20;D;>100;2011; 56.117 ;DUCATO;;;
VW ;GOLF COMFORTLINE MD;G;>100;2016; 56.113 ;GOLF;;;
CITROEN ;JUMPER F33C 23S;D;>100;2014; 56.111 ;JUMPER;;;
CITROEN ;JUMPER F35LH 23S;D;>100;2014; 56.111 ;JUMPER;;;
VW ;PASSAT;G;>100;2012; 56.108 ;PASSAT;;;
CHEVROLET ;S10 LS DD4;D;>100;2011; 56.107 ;S10;;;
KIA ;SORENTO EX2 2.4G25;G;>100;2014; 56.105 ;SORENTO;;;
VW ;AMAROK CD 4X4 TREND;D;>100;2011; 56.102 ;AMAROK;;;
TOYOTA ;HILUX CS4X4;D;>100;2012; 56.080 ;HILUX;;;
HYUNDAI ;CRETA 16A ATTITU;G;<80;2017; 56.076 ;CRETA;;;
FORD ;FOCUS SE AT 2.0HC;G;>100;2018; 56.065 ;FOCUS;;;
FIAT ;STRADA FREEDOM CD;G;<80;2019; 56.062 ;STRADA;;;
PEUGEOT ;BOX GREENCAR MO2;D;>100;2013; 56.062 ;BOX;;;
CITROEN ;DS5 TURBO165A6;G;>100;2013; 56.051 ;DS5;;;
PEUGEOT ;BOX TRANSFORM A;D;>100;2014; 56.048 ;BOX;;;
RENAULT ;LOGAN INT16CVT;G;<80;2020; 56.047 ;LOGAN;;;
RENAULT ;MASTER NIKS MO20;D;>100;2011; 56.038 ;MASTER;;;
TOYOTA ;HILUX SW4 4X2SR;G;>100;2010; 56.033 ;HILUX;;;
FIAT ;STRADA FREEDOM CD;G;<80;2018; 56.005 ;STRADA;;;
CHEVROLET ;S10 TCA AMB;G;>100;2013; 56.000 ;S10;;;
HONDA ;CIVIC EX;G;>100;2013; 55.994 ;CIVIC;;;
RENAULT ;LOGAN ICO16CVT;G;<80;2020; 55.986 ;LOGAN;;;
FIAT ;DUCATO MINIBUS T;D;>100;2011; 55.985 ;DUCATO;;;
TOYOTA ;FJ CRUISER;G;>100;2008; 55.983 ;FJ;;;
VW ;19.320 CLC TT;D;>100;2006; 55.978 ;19.320;;;
VW ;19.320 CNC TT;D;>100;2006; 55.968 ;19.320;;;
RENAULT ;OROCH DYN 16 SCE;G;<80;2018; 55.963 ;OROCH;;;
FORD ;F250 TRV TROPMINE;D;>100;2007; 55.953 ;F250;;;
VW ;5.150 DRC 4X2;D;>100;2011; 55.941 ;5.150;;;
FORD ;F250 XL F22;D;>100;2010; 55.941 ;F250;;;
TOYOTA ;COROLLA GLI18FLEX;G;>100;2016; 55.940 ;COROLLA;;;
RENAULT ;MASTER TRANS ESC;D;>100;2012; 55.937 ;MASTER;;;
PEUGEOT ;BOXER F350LH 23S;D;>100;2014; 55.923 ;BOXER;;;
VOLVO ;XC60 3.0T R DESI;G;>100;2010; 55.921 ;XC60;;;
RENAULT ;CAPTUR LIFE 16 A;G;<80;2018; 55.916 ;CAPTUR;;;
HONDA ;FIT PERSONAL;G;<80;2020; 55.911 ;FIT;;;
FORD ;FOCUS TI AT 2.0 S;G;>100;2015; 55.905 ;FOCUS;;;
PEUGEOT ;BX GREENCAR AM05;D;>100;2014; 55.903 ;BX;;;
VW ;JETTA TL MF;G;>100;2015; 55.894 ;JETTA;;;
JEEP ;CHEROKEE LTD 3.7;G;>100;2012; 55.881 ;CHEROKEE;;;
VW ;KOMBI LAST EDITION;G;>100;2013; 55.870 ;KOMBI;;;
CHERY ;TIGGO2 1.5 AT ACT;G;<80;2019; 55.864 ;TIGGO2;;;
CHEV ;SPIN 1.8L MT LT;G;<80;2019; 55.848 ;SPIN;;;
VW ;JETTA 2.0T;G;>100;2014; 55.828 ;JETTA;;;
HYUNDAI ;CRETA 16M ATTITU;G;80-100;2017; 55.809 ;CRETA;;;
GM ;S10 EXECUTIVE D 4X4;D;>100;2011; 55.808 ;S10;;;
HONDA ;CR V EXL;G;>100;2012; 55.806 ;CR;;;
RENAULT ;MASTER ALLTECH;D;>100;2010; 55.804 ;MASTER;;;
VW ;COMIL PIA O;D;>100;2006; 55.796 ;COMIL;;;
HONDA ;FIT LX CVT;G;80-100;2018; 55.795 ;FIT;;;
JEEP ;RENEGADE SPORT MT;G;>100;2017; 55.793 ;RENEGADE;;;
FIAT ;DUCATO M JAEDI MIS;D;>100;2014; 55.783 ;DUCATO;;;
TOYOTA ;COROLLA GLI18 CVT;G;>100;2016; 55.781 ;COROLLA;;;
NISSAN ;KICKS S MT;G;80-100;2018; 55.780 ;KICKS;;;
RENAULT ;OROCH 20 DYN42AT;G;80-100;2016; 55.773 ;OROCH;;;
CITROEN ;JUMPER MARIMAR P;D;>100;2015; 55.770 ;JUMPER;;;
FIAT ;ARGO TREKKING 1.8AT;G;<80;2019; 55.767 ;ARGO;;;
AUDI ;A4 AV 2.0T 180HP;G;>100;2011; 55.745 ;A4;;;
BMW ;X1 SDRIVE20I VL91;G;>100;2012; 55.739 ;X1;;;
FIAT ;DUCACOMFFORMA MIC21;D;>100;2011; 55.735 ;DUCACOMFFORMA;;;
AUDI ;A1 SPB 1.4TFSI SP;G;>100;2014; 55.728 ;A1;;;
NISSAN ;FRONTIER SL 4X4;D;>100;2012; 55.721 ;FRONTIER;;;
NISSAN ;FRONTIER XE 25 X4;D;>100;2012; 55.714 ;FRONTIER;;;
FORD ;F250 XLT W20;D;>100;2007; 55.706 ;F250;;;
FIAT ;DUCATO MARTICAR 17;D;>100;2011; 55.703 ;DUCATO;;;
VW ;8.120 EURO3;D;>100;2010; 55.697 ;8.120;;;
TOYOTA ;HILUX CD4X4 SRV;D;>100;2007; 55.691 ;HILUX;;;
KIA ;UK2500 HD SC;G;>100;2018; 55.687 ;UK2500;;;
VW ;9.150 MCO MAXIBUS;D;>100;2008; 55.678 ;9.150;;;
